term,caseName,justiceId,speakerName,text,cleanText,duration,decidedBy,arguedOn,petitioner,respondent,docket,grantedOn,decidedOn,justice,partyWinning,direction,majority,vote
1996,United States v. Hyde,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 15, 1997",United States,Hyde,96-667,,"May 27, 1997",108.0,1.0,0.0,0.0,0
1996,Chandler v. Miller,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 14, 1997",Walker L. Chandler,Zell  D. Miller,96-126,,"Apr 15, 1997",108.0,1.0,0.0,0.0,0
1996,Regents of University of California v. Doe,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 2, 1996",Regents of University of California,Doe,95-1694,,"Feb 19, 1997",108.0,1.0,0.0,0.0,0
1996,Idaho v. Coeur d'Alene Tribe of Idaho,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 16, 1996",Idaho,Coeur d'Alene Tribe of Idaho,94-1474,,"Jun 23, 1997",108.0,1.0,0.0,0.0,0
1996,Johnson v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 25, 1997",Johnson,United States,96-203,,"May 12, 1997",108.0,0.0,0.0,0.0,1
1996,Robinson v. Shell Oil Company,108,Clarence Thomas,"Mr. Butler... Mr. Butler, may I ask you one question? How often do you give references in discharge cases? In discharge cases? Yeah. And your solution for your case is... is a solution that will also preclude a claim in a case in which someone says... the employer says, Look, you file a charge against me, and I will see to it that you will never work in this business again? So it's not... it's... well, what I'm getting at is that it is not just the frivolous case, the frivolous charge in your case, the reference, but it is also an instance in which an employer says you will absolutely never work in this business again? It precludes that? Okay. And you could solve your problem by not giving references in discharge cases? ",mr butler mr butler may i ask you one question how often do you give reference in discharge case in discharge case yeah and your solution for your case be be a solution that will also preclude a claim in a case in which someone say the employer say look you file a charge against me and i will see to it that you will never work in this business again so it be not it be well what I be get at be that it be not just the frivolous case the frivolous charge in your case the reference but it be also an instance in which an employer say you will absolutely never work in this business again it preclude that okay and you could solve your problem by not give reference in discharge case ,41.97000000000001,Rehnquist Court,"Nov 6, 1996",Robinson,Shell Oil Company,95-1376,,"Feb 18, 1997",108.0,1.0,0.0,0.0,0
1996,City of Boerne v. Flores,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 19, 1997",City of Boerne,Flores,95-2074,,"Jun 25, 1997",108.0,1.0,0.0,0.0,0
1996,"Amchem Products, Inc. v. Windsor",108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 18, 1997","Amchem Products, Inc.",Windsor,96-270,,"Jun 25, 1997",108.0,0.0,0.0,0.0,1
1996,O'Dell v. Netherland,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 18, 1997",O'Dell,Netherland,96-6867,,"Jun 19, 1997",108.0,0.0,0.0,0.0,1
1996,United States v. Lanier,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 7, 1997",United States,Lanier,95-1717,,"Mar 31, 1997",108.0,1.0,0.0,0.0,0
1996,Schenck v. Pro-Choice Network of Western New York,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 16, 1996",Schenck,Pro-Choice Network of Western New York,95-1065,,"Feb 19, 1997",108.0,0.0,0.0,0.0,1
1996,Raines v. Byrd,108,Clarence Thomas,,,0.0,Rehnquist Court,"May 27, 1997",,,96-1671,,"Jun 26, 1997",108.0,1.0,0.0,0.0,0
1996,Lynce v. Mathis,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 4, 1996",Lynce,Mathis,95-7452,,"Feb 19, 1997",108.0,1.0,0.0,0.0,0
1996,Babbitt v. Youpee,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 2, 1996",Babbitt,Youpee,95-1595,,"Jan 21, 1997",108.0,0.0,0.0,0.0,1
1996,Blessing v. Freestone,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 6, 1997",Blessing,Freestone,95-1441,,"Apr 21, 1997",108.0,1.0,0.0,0.0,0
1996,"Inter-Modal Rail Employees Assn. v. Atchison, Topeka & Santa Fe Railway Company",108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 17, 1997",Inter-Modal Rail Employees Assn.,"Atchison, Topeka & Santa Fe Railway Company",96-491,,"May 12, 1997",108.0,1.0,0.0,0.0,0
1996,Boggs v. Boggs,108,Clarence Thomas,"Mr. Wolfson, before you go on, two questions. One, would you explain for us what happened to the lump sum that was alienated, or that was distributed? Now, did he have options to... was the money given to him, and did he then put it in an IRA, or was it within the terms of the plan? Okay. One other question. Let's say that Isaac, that his wife pre... she passed away in 1979, that he was quite grieved, and did not remarry, and assume that the gift that Justice O'Connor spoke about was made to the kids, or it was passed on as it was in this case, but Isaac did not remarry. What would the children get in those circumstances? Well, let's just... from the plan. That's all I'm interested in. Under this plan, what would they get? No, when he died. Let's say everything is exactly the same as it is now. Except, he doesn't remarry. What about the $150,000? So the $150,000 you treat separately. Let's say that's... we have to assume that went to a bank account or something. Is that accurate? So the lump... there's a difference between the lump sum and the stock as opposed to the survivor's annuity. Mr. Wolfson, I'm sorry to interrupt you. Do you have a better argument for the lump sum than you do for the annuity? But do you have a better argument for the lump sum than the annuity? Well, I think where you're losing me... I'm sorry to interrupt, but where you're losing me is, if he had not remarried, what is there to give away? So what? Suppose he gambled. Suppose he decided to go to the river boats and just feed the slot machines. It would not have increased the estate. Okay, let's say he did not remarry. And he decided to... for the few years he was single, he was so grieved, he was so full of grief that he gambled a lot. Now, what is it in the estate that they get more of? I don't understand... I just don't understand your argument. That he... there is no annuity. The only annuity available is for the survivor benefits. There is no survivor because he never rem rried, so what is it for the children to get? They didn't have any. ",mr wolfson before you go on two question one would you explain for us what happen to the lump sum that be alienate or that be distribute now do he have option to be the money give to him and do he then put it in an ira or be it within the term of the plan okay one other question let us say that isaac that his wife pre she pass away in that he be quite grieve and do not remarry and assume that the gift that justice oconnor speak about be make to the kid or it be pass on as it be in this case but isaac do not remarry what would the child get in those circumstance well let us just from the plan that be all I be interested in under this plan what would they get no when he die let us say everything be exactly the same as it be now except he do not remarry what about the so the you treat separately let us say that be we have to assume that go to a bank account or something be that accurate so the lump there be a difference between the lump sum and the stock as oppose to the survivor s annuity mr wolfson I be sorry to interrupt you do you have a good argument for the lump sum than you do for the annuity but do you have a good argument for the lump sum than the annuity well i think where you be lose me I be sorry to interrupt but where you be lose me be if he have not remarry what be there to give away so what suppose he gamble suppose he decide to go to the river boat and just fee the slot machine it would not have increase the estate okay let us say he do not remarry and he decide to for the few year he be single he be so grieved he be so full of grief that he gamble a lot now what be it in the estate that they get more of i do not understand i just do not understand your argument that he there be no annuity the only annuity available be for the survivor benefit there be no survivor because he never rem rried so what be it for the child to get they do not have any ,139.54000000000002,Rehnquist Court,"Jan 15, 1997",Boggs,Boggs,96-79,,"Jun 2, 1997",108.0,1.0,0.0,0.0,0
1996,Richards v. Wisconsin,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 24, 1997",Richards,Wisconsin,96-5955,,"Apr 28, 1997",108.0,0.0,0.0,0.0,1
1996,Kansas v. Hendricks,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 10, 1996",Kansas,Hendricks,95-1649,,"Jun 23, 1997",108.0,1.0,0.0,0.0,0
1996,Board of Comm'rs of Bryan Cty. v. Brown,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 5, 1996",Board of Comm'rs of Bryan Cty.,Brown,95-1100,,"Apr 28, 1997",108.0,1.0,0.0,0.0,0
1996,Grimmett v. Brown,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 6, 1997",Grimmett,Brown,95-1723,,"Jan 14, 1997",108.0,0.0,0.0,0.0,1
1996,Edmond v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 24, 1997",Edmond,United States,96-262,,"May 19, 1997",108.0,0.0,0.0,0.0,1
1996,"Ingalls Shipbuilding, Inc. v. Director, Office of Workers' Compensation Programs",108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 12, 1996","Ingalls Shipbuilding, Inc.","Director, Office of Workers' Compensation Programs",95-1081,,"Feb 18, 1997",108.0,0.0,0.0,0.0,1
1996,Edwards v. Balisok,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 13, 1996",Edwards et al.,Balisok,95-1352,,"May 19, 1997",108.0,1.0,0.0,0.0,0
1996,Auer v. Robbins,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 10, 1996",Auer,Robbins,95-897,,"Feb 19, 1997",108.0,0.0,0.0,0.0,1
1996,Lindh v. Murphy,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 14, 1997",Lindh,Murphy,96-6298,,"Jun 23, 1997",108.0,1.0,0.0,0.0,0
1996,Bennett v. Spear,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 13, 1996",Bennett,Spear,95-813,,"Mar 19, 1997",108.0,1.0,0.0,0.0,0
1996,United States v. O'Hagan,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 16, 1997",United States,O'Hagan,96-842,,"Jun 25, 1997",108.0,1.0,0.0,0.0,0
1996,Caterpillar Inc. v. Lewis,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 12, 1996",Caterpillar Inc.,Lewis,95-1263,,"Dec 10, 1996",108.0,1.0,0.0,0.0,0
1996,"Camps Newfound/Owatonna, Inc. v. Town of Harrison",108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 9, 1996","Camps Newfound/Owatonna, Inc.",Town of Harrison,94-1988,,"May 19, 1997",108.0,1.0,0.0,0.0,0
1996,"McMillian v. Monroe County, Alabama",108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 18, 1997",Mcmillian,"Monroe County, Alabama",96-542,,"Jun 2, 1997",108.0,0.0,0.0,0.0,1
1996,Saratoga Fishing Company v. J. M. Martinac & Company,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 18, 1997",Saratoga Fishing Company,J. M. Martinac & Company,95-1764,,"Jun 2, 1997",108.0,1.0,0.0,0.0,0
1996,Lambrix v. Singletary,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 15, 1997",Lambrix,Singletary,96-5658,,"May 12, 1997",108.0,0.0,0.0,0.0,1
1996,Atherton v. Federal Deposit Insurance Corporation,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 4, 1996",Atherton,Federal Deposit Insurance Corporation,95-928,,"Jan 14, 1997",108.0,0.0,0.0,0.0,1
1996,Immigration and Naturalization Service v. Yueh-Shaio Yang,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 15, 1996",Immigration and Naturalization Service,Yueh-Shaio Yang,95-938,,"Nov 13, 1996",108.0,1.0,0.0,0.0,0
1996,"California Division of Labor Standards Enforcement v. Dillingham Construction, N.A.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 5, 1996",California Division of Labor Standards Enforcement,"Dillingham Construction, N.A.",95-789,,"Feb 18, 1997",108.0,1.0,0.0,0.0,0
1996,Washington v. Glucksberg,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 8, 1997",Washington,Glucksberg,96-110,,"Jun 26, 1997",108.0,1.0,0.0,0.0,0
1996,Ohio v. Robinette,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 8, 1996",Ohio,Robinette,95-891,,"Nov 18, 1996",108.0,1.0,0.0,0.0,0
1996,Arizonans for Official English v. Arizona,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 4, 1996",Arizonans for Official English,Arizona,95-974,,"Mar 3, 1997",108.0,0.0,0.0,0.0,1
1996,Lopez v. Monterey County,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 8, 1996",,,95-1201,,"Nov 6, 1996",108.0,1.0,0.0,0.0,0
1996,Klehr v. A. O. Smith Corporation,108,Clarence Thomas,--prove it at the time. ,prove it at the time ,0.66,Rehnquist Court,"Apr 21, 1997",Klehr,A. O. Smith Corp. et al.,96-663,,"Jun 19, 1997",108.0,0.0,0.0,0.0,1
1996,Metro-North Commuter Railroad Company v. Buckley,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 18, 1997",Metro-North Commuter Railroad Company,Buckley,96-320,,"Jun 23, 1997",108.0,1.0,0.0,0.0,0
1996,General Motors Corporation v. Tracy,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 7, 1996",General Motors Corporation,Tracy,95-1232,,"Feb 18, 1997",108.0,0.0,0.0,0.0,1
1996,"Department of State v. Legal Assistance for Vietnamese Asylum Seekers, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 15, 1996",Department of State,"Legal Assistance for Vietnamese Asylum Seekers, Inc.",95-1521,,"Oct 21, 1996",108.0,1.0,0.0,0.0,0
1996,Suitum v. Tahoe Regional Planning Agency,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 26, 1997",Suitum,Tahoe Regional Planning Agency,96-243,,"May 27, 1997",108.0,1.0,0.0,0.0,0
1996,Maryland v. Wilson,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 11, 1996",Maryland,Wilson,95-1268,,"Feb 19, 1997",108.0,1.0,0.0,0.0,0
1996,Gilbert v. Homar,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 24, 1997","Gilbert, President, East Stroudsburg University, et al.",Hamar,96-651,,"Jun 9, 1997",108.0,1.0,0.0,0.0,0
1996,O'Gilvie v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 9, 1996",O'Gilvie,United States,95-966,,"Dec 10, 1996",108.0,0.0,0.0,0.0,1
1996,Arkansas v. Farm Credit Services of Central Arkansas,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 21, 1997",Arkansas,Farm Credit Services of Central Arkansas,95-1918,,"Jun 2, 1997",108.0,1.0,0.0,0.0,0
1996,Vacco v. Quill,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 8, 1997",Vacco,Quill,95-1858,,"Jun 26, 1997",108.0,1.0,0.0,0.0,0
1996,Associates Commercial Corp. v. Rash,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 16, 1997",Associates Commercial Corp.,Rash,96-454,,"Jun 16, 1997",108.0,1.0,0.0,0.0,0
1996,Young v. Fordice,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 6, 1997",,,95-2031,,"Mar 31, 1997",108.0,1.0,0.0,0.0,0
1996,Johnson v. Fankell,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 26, 1997",Johnson,Fankell,96-292,,"Jun 9, 1997",108.0,0.0,0.0,0.0,1
1996,Agostini v. Felton,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 15, 1997",Agostini,Felton,96-552,,"Jun 23, 1997",108.0,1.0,0.0,0.0,0
1996,Reno v. Bossier Parish School Board,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 9, 1996",,,95-1455,,"May 12, 1997",108.0,0.0,0.0,0.0,1
1996,Young v. Harper,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 9, 1996",Young,Harper,95-1598,,"Mar 18, 1997",108.0,0.0,0.0,0.0,1
1996,"Warner-Jenkinson Company, Inc. v. Hilton Davis Chemical Company",108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 15, 1996","Warner-Jenkinson Company, Inc.",Hilton Davis Chemical Company,95-728,,"Mar 3, 1997",108.0,1.0,0.0,0.0,0
1996,Harbor Tug & Barge Company v. Papai,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 13, 1997",Harbor Tug & Barge Company,Papai,95-1621,,"May 12, 1997",108.0,1.0,0.0,0.0,0
1996,Commissioner v. Estate of Hubert,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 12, 1996",Commissioner,Estate of Hubert,95-1402,,"Mar 18, 1997",108.0,0.0,0.0,0.0,1
1997,Wisconsin Department of Corrections v. Schacht,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 20, 1998",Wisconsin Department of Corrections,Schacht,97-461,,"Jun 22, 1998",108.0,1.0,0.0,0.0,0
1997,Cass County v. Leech Lake Band of Chippewa Indians,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 24, 1998",Cass County,Leech Lake Band of Chippewa Indians,97-174,,"Jun 8, 1998",108.0,1.0,0.0,0.0,0
1997,Gebser v. Lago Vista Independent School District,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 25, 1998",Gebser,Lago Vista Independent School District,96-1866,,"Jun 22, 1998",108.0,0.0,0.0,0.0,1
1997,Bragdon v. Abbott,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 30, 1998",Bragdon,Abbott,97-156,,"Jun 25, 1998",108.0,1.0,0.0,0.0,0
1997,Hohn v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 3, 1998",Hohn,United States,96-8986,,"Jun 15, 1998",108.0,1.0,0.0,0.0,0
1997,Ricci v. Arlington Heights,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 21, 1998",Ricci,Arlington Heights,97-501,,"May 4, 1998",108.0,0.0,0.0,0.0,1
1997,Lewis v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 12, 1997",Lewis,United States,96-7151,,"Mar 9, 1998",108.0,1.0,0.0,0.0,0
1997,Calderone v. Thompson,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 9, 1997",Calderone,Thompson,97-215,,"Apr 29, 1998",108.0,1.0,0.0,0.0,0
1997,Spencer v. Kemna,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 12, 1997",Spencer,Kemna,96-7171,,"Mar 3, 1998",108.0,0.0,0.0,0.0,1
1997,Swidler & Berlin v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jun 8, 1998",Swidler & Berlin,United States,97-1192,,"Jun 25, 1998",108.0,1.0,0.0,0.0,0
1997,"Bay Area Laundry & Dry Cleaning Pension Trust Fund v. Ferbar Corporation of California, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 10, 1997",Bay Area Laundry & Dry Cleaning Pension Trust Fund,"Ferbar Corporation of California, Inc.",96-370,,"Dec 15, 1997",108.0,1.0,0.0,0.0,0
1997,"Quality King Distributors, Inc. v. L'Anzaresearch International, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 8, 1997","Quality King Distributors, Inc.","L'Anzaresearch International, Inc.",96-1470,,"Mar 9, 1998",108.0,1.0,0.0,0.0,0
1997,Alaska v. Native Village of Venetie Tribal Government,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 10, 1997",Alaska,Native Village of Venetie Tribal Government,96-1577,,"Feb 25, 1998",108.0,1.0,0.0,0.0,0
1997,United States v. Bestfoods,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 24, 1998",United States,Bestfoods,97-454,,"Jun 8, 1998",108.0,1.0,0.0,0.0,0
1997,"Oncale v. Sundowner Offshore Services, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 3, 1997",Oncale,"Sundowner Offshore Services, Inc.",96-568,,"Mar 4, 1998",108.0,1.0,0.0,0.0,0
1997,Jefferson v. City of Tarrant,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 4, 1997","Jefferson, Individually And As Administrator Of The Estate Of Jefferson, Deceased, et al.",City of Tarrant,96-957,,"Dec 9, 1997",108.0,0.0,0.0,0.0,1
1997,National Credit Union Administration v. First National Bank & Trust Company,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 6, 1997",National Credit Union Administration,First National Bank & Trust Company,96-843,,"Feb 25, 1998",108.0,0.0,0.0,0.0,1
1997,Muscarello v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 23, 1998",Muscarello,United States,96-1654,,"Jun 8, 1998",108.0,0.0,0.0,0.0,1
1997,Eastern Enterprises v. Apfel,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 4, 1998",Eastern Enterprises,Apfel,97-42,,"Jun 25, 1998",108.0,1.0,0.0,0.0,0
1997,"Kiowa Tribe of Oklahoma v. Manufacturing Technologies, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 12, 1998",Kiowa Tribe of Oklahoma,"Manufacturing Technologies, Inc.",96-1037,,"May 26, 1998",108.0,1.0,0.0,0.0,0
1997,Atlantic Mutual Insurance Company v. Commissioner of Internal Revenue,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 2, 1998",Atlantic Mutual Insurance Company,Commissioner of Internal Revenue,97-147,,"Apr 21, 1998",108.0,0.0,0.0,0.0,1
1997,Cohen v. de la Cruz,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 20, 1998",Cohen,de la Cruz,96-1923,,"Mar 24, 1998",108.0,0.0,0.0,0.0,1
1997,"Textron Lycoming Reciprocating Engine Division, Avco Corp v.United Automobile, Aerospace and Agricultural Implement Workers of America",108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 23, 1998",Textron Lycoming,United Automobile Workers,97-463,,"May 18, 1998",108.0,1.0,0.0,0.0,0
1997,United States v. Scheffer,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 3, 1997",United States,Scheffer,96-1133,,"Mar 31, 1998",108.0,1.0,0.0,0.0,0
1997,United States v. Estate of Romani,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 12, 1998",United States,Estate of Romani,96-1613,,"Apr 29, 1998",108.0,0.0,0.0,0.0,1
1997,County of Sacramento v. Lewis,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 9, 1997",County of Sacramento,Lewis,96-1337,,"May 26, 1998",108.0,1.0,0.0,0.0,0
1997,Dooley v. Korean Airlines Company,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 27, 1998",Dooley,Korean Airlines Company,97-704,,"Jun 8, 1998",108.0,0.0,0.0,0.0,1
1997,United States  v. Beggerly,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 27, 1998",United States,Beggerly,97-731,,"Jun 8, 1998",108.0,1.0,0.0,0.0,0
1997,Trest v. Cain,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 10, 1997",Trest,Cain,96-7901,,"Dec 9, 1997",108.0,1.0,0.0,0.0,0
1997,Lachance v. Erickson,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 2, 1997",Lachance,Erickson,96-1395,,"Jan 21, 1998",108.0,1.0,0.0,0.0,0
1997,Brogan v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 2, 1997",Brogan,United States,96-1579,,"Jan 26, 1998",108.0,0.0,0.0,0.0,1
1997,Caron v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 21, 1998",Caron,United States,97-6270,,"Jun 22, 1998",108.0,0.0,0.0,0.0,1
1997,"Ohio Forestry Association, Inc. v. Sierra Club",108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 25, 1998","Ohio Forestry Association, Inc.",Sierra Club,97-16,,"May 18, 1998",108.0,1.0,0.0,0.0,0
1997,Regions Hospital v. Shalala,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 1, 1997",Regions Hospital,Shalala,96-1375,,"Feb 24, 1998",108.0,0.0,0.0,0.0,1
1997,Kalina v. Fletcher,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 7, 1997",Kalina,Fletcher,96-792,,"Dec 10, 1997",108.0,0.0,0.0,0.0,1
1997,Montana v. Crow Tribe of Indians,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 24, 1998",Montana,Crow Tribe of Indians,96-1829,,"May 18, 1998",108.0,1.0,0.0,0.0,0
1997,Bryan v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 31, 1998",Bryan,United States,96-8422,,"Jun 15, 1998",108.0,0.0,0.0,0.0,1
1997,"Burlington Industries, Inc. v. Ellerth",108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 22, 1998","Burlington Industries, Inc.",Ellerth,97-569,,"Jun 26, 1998",108.0,0.0,0.0,0.0,1
1997,"American Telephone & Telegraph Company v. Central Office Telephone, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 23, 1998",American Telephone & Telegraph Company,"Central Office Telephone, Inc.",97-679,,"Jun 15, 1998",108.0,1.0,0.0,0.0,0
1997,Beach v. Ocwen Federal Bank,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 2, 1998",Beach,Ocwen Federal Bank,97-5310,,"Apr 21, 1998",108.0,0.0,0.0,0.0,1
1997,Kawaauhau v. Geiger,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 21, 1998",Kawaauhau,Geiger,97-115,,"Mar 3, 1998",108.0,0.0,0.0,0.0,1
1997,Campbell v. Louisiana,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 20, 1998",Campbell,Louisiana,96-1584,,"Apr 21, 1998",108.0,1.0,0.0,0.0,0
1997,Edwards v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 23, 1998",Edwards,United States,96-8732,,"Apr 28, 1998",108.0,0.0,0.0,0.0,1
1997,Bogan v. Scott-Harris,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 3, 1997",Bogan,Scott-Harris,96-1569,,"Mar 3, 1998",108.0,1.0,0.0,0.0,0
1997,Oubre v. Entergy Operations Inc.,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 12, 1997",Oubre,Entergy Operations Inc.,96-1291,,"Jan 26, 1998",108.0,1.0,0.0,0.0,0
1997,Salinas v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 8, 1997",Salinas,United States,96-738,,"Dec 2, 1997",108.0,0.0,0.0,0.0,1
1997,Hopkins v. Reeves,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 23, 1998",Hopkins,Reeves,96-1693,,"Jun 8, 1998",108.0,1.0,0.0,0.0,0
1997,Monge v. California,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 28, 1998",Monge,California,97-6146,,"Jun 26, 1998",108.0,0.0,0.0,0.0,1
1997,Phillips v. Washington Legal Foundation,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 13, 1998",Phillips,Washington Legal Foundation,96-1578,,"Jun 15, 1998",108.0,0.0,0.0,0.0,1
1997,Crawford-El v. Britton,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 1, 1997",Crawford-El,Britton,96-827,,"May 4, 1998",108.0,1.0,0.0,0.0,0
